rel_entidade;tipo;natureza;identificacao;descricao;data_aquisicao;rel_orgao;situacao;valor_atual;tipo_aquisicao
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA;10265; CADEIRA DIRET. FIXO TRAPEZIO; 19/05/2023; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 490,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA;10266; CADEIRA DIRET. FIXO TRAPEZIO; 19/05/2023; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 490,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA;10267; CADEIRA DIRET. FIXO TRAPEZIO; 19/05/2023; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 490,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;10268; CONDICIONADOR DE AR SPLIT INVERTER NEO TOP ICST9QF; 19/05/2023; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.722,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;10269; CONDICIONADOR DE AR SPLIT INVERTER NEO TOP; 19/05/2023; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.722,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;10270; CONDICIONADOR DE AR SPLIT INVERTER NEO TOP; 19/05/2023; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.722,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;10271; CONDICIONDOR DE AR SPLIT INVERTER NEO TOP; 19/05/2023; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.722,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;10272; CONDICIONADOR AR SPLIT INVERTER NEO TOP; 19/05/2023; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.722,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;10273; CONDICIONADOR DE AR SPLIT INVERTER NEO TOP; 19/05/2023; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.722,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;10274; CONDICIONADOR DE AR SPLIT INVERTER NEO TOP; 19/05/2023; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.722,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORA;10275; MULTIFUNCIONAL EPSON ECOTANK 13250; 19/05/2023; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.499,00; Compra Normal
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;311; MICROFONE SUPERLUX PRA 518-AL PRETO; 10/04/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 505,29; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;310; MICROFONE SUPERLUX PRA 518-AL PRETO; 10/04/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 505,29; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;312; MICROFONE SUPERLUX PRA 518-AL PRETO; 10/04/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 505,28; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;314; MICROFONE SUPERLUX PRA 518-AL PRETO; 10/04/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 505,28; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;313; MICROFONE SUPERLUX PRA 518-AL PRETO; 10/04/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 505,28; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;308; MICROFONE SUPERLUX PRA 518-AL PRETO; 10/04/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 505,29; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;309; MICROFONE SUPERLUX PRA 518-AL PRETO; 10/04/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 505,29; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 2 - ELETRONICOS;306; TV MARCA TCL 32 POLAGADAS SMART TV WIFI; 16/03/2023; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 1.678,00; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TABLET; -; TABLET SAMSUNG A7; 26/12/2022; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.425,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROONDAS; -; MICROONDAS ELECTROLUX BRANCO; 19/12/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 783,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado; -; AR CONDICIONADO 9.000 BTU'S AGRATTO; 19/12/2022; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 1.770,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; FOGÃO A GÁS; -; FOGÃO INDUSTRIAL COM TAMPA INOX; 19/12/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 627,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; FOGÃO A GÁS; -; FOGÃO INDUSTRIAL; 19/12/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.120,00; Compra Normal
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 619 - Ar condicionado;305; UM AR  CONDICIONADO QUENTE/FRIO 12.000 BTU COR BRANCO MARCA GREEE; 19/12/2022; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 2.017,50; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 619 - Ar condicionado;304; UM AR  CONDICIONADO QUENTE/FRIO 12.000 BTU COR BRANCO MARCA GREEE; 19/12/2022; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 2.017,50; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CUBA DE INOX; -; CUBA EM INOX 50X45; 16/12/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 380,00; Compra Normal
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;303; PLACA TOTEM EM ESTRUTURA DE ALUMÍNIO COM LED INTERNO MEDINDO 2,50 MT DE ALTURA POR 0,80 CM DE LARGURA NA COR PRETA COM O LOGÓTIPO DO PODER LEGISLATIVO; 16/12/2022; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 5.200,00; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA; -; CADEIRA SECRETÁRIA; 13/12/2022; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 940,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL SANE; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL SANE; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL SANE; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL SANE; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL LTDA; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL SANE; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFATIL; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL SANE; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CONJUNTO REFEITORIO; -; CONJUNTO REFEITORIO INFANTIL SANE; 29/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.699,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Balcão; -; BALCÃO COM PORTAS EM L MDF 1,8M; 07/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.000,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; PRATELEIRA; -; PRATELEIRA PARA DISPENSA EM MDF 1,8MM; 07/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.920,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; COLMEIA EM MDF; -; COLMEIA 25 LUGARES EM MDF; 07/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.900,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; COLMEIA EM MDF; -; COLMEIA 25 LUGARES EM MDF; 07/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.900,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; COLMEIA EM MDF; -; COLMEIA 25 LUGARES EM MDF; 07/11/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.900,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; COMPUTADOR; -; MICRO COMPUTADOR INTEL; 07/11/2022; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 3.480,98; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA; -; CADEIRA PRESIDENTE GOMADA; 21/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 660,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA; -; CADEIRA PRESIDENTE GOMADA; 21/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 660,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA; -; CADEIRA PRESIDENTE GOMADA; 21/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 660,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA; -; CADEIRA PRESIDENTE GOMADA; 21/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 660,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES; -; MONITOR LG LED; 11/10/2022; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.020,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ARQUIVO DE MADEIRA; -; ARQUIVO COM 4 GAVETAS; 10/10/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 868,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; NOTEBOOK; -; NOTEBOOK SAMSUNG; 05/10/2022; DIRETORIA DE AGRICULTURA; Ativo;R$ 3.840,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; NOTEBOOK; -; NOTEBOOK SAMSUNG; 05/10/2022; DIRETORIA DE AGRICULTURA; Ativo;R$ 3.840,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; FORNO ELETRICO; -; FORNO ELETRICO FISCHER DE EMBUTIR; 05/10/2022; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 2.780,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROONDAS; -; MICROONDAS FISCHER DE EMBUTIR 25L; 05/10/2022; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 1.500,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; GUARDA VOLUME; -; GUARDA VOLUMES 8 LUGARES; 03/10/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.700,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TROCADOR; -; TROCADOR EM MDF 1,8 MM; 03/10/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.200,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TROCADOR; -; TROCADOR EM MDF 1,8MM; 03/10/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.200,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; COLMEIA EM MDF; -; COLMEIA 25 LUGARES EM MDF DE 1,8MM; 03/10/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.900,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; COLMEIA EM MDF; -; COLMEIA 25 LUGARES EM MDF DE 1,8MM; 03/10/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.900,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; COLMEIA EM MDF; -; COLMEIA 25 LUGARES EM MDF DE 1,8MM; 03/10/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.900,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; PIA EM GRANITO; -; PIA DE COZINHA EM GRANITO; 22/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.870,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CUBA DE INOX; -; CUBA INOX 50X45; 22/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 380,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CUBA DE INOX; -; PIA DE COZINHA EM GRANITO; 22/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 380,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CUBA DE INOX; -; PIA DE COZINHA EM GRANITO; 22/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.000,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; PIA EM GRANITO; -; PIA DE COZINHA EM GRANITO; 22/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.400,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Gaveteiro.; -; GAVETEIRO FIXO 3 GAVETAS; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 370,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Gaveteiro.; -; GAVETEIRO FIXO COM 3 GAVETAS; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 370,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Gaveteiro.; -; GAVETEIRO FIXO COM 3 GAVETAS; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 370,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Gaveteiro.; -; GAVETEIRO FIXO COM 3 GAVETAS; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 370,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA DE TRABALHO; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 854,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA DE TRABALHO; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 854,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA DE TRABALHO; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 854,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA DE TRABALHO; 19/09/2022; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 854,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORA; -; MULTIFUNCIONAL EPSON COLORIDA; 15/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.786,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORA; -; MULTIFUNCIONAL EPSON COLORIDA; 15/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.786,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; FREEZER; -; FREEZER 1 PORTA 296L/246L CONSUL; 14/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 4.990,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; PRATELEIRA; -; PRATELEIRA RETA EM GRANITO; 12/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.210,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TAMPO DE PEDRA; -; TAMPO TIPO L EM GRANITO; 12/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.989,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TAMPO DE PEDRA; -; TAMPO RETO GRANITO INSTALADO EM BALCÃO; 12/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.089,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TAMPO DE PEDRA; -; TAMPO RETO GRANITO INSTALADO EM BALCÃO; 12/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.089,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA; -; MESA SEXTAVADA COM CARTEIRAS INDIVIDUAIS; 05/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.199,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; GELADEIRA; -; REFRIGERADOR FROS FREE 450L CONSUL; 02/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 4.899,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; FRUTEIRA; -; FRUTEIRA EM MDF; 01/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.600,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TROCADOR; -; TROCADOR EM L MDF; 01/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 4.400,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TROCADOR; -; TROCADOR EM L MDF; 01/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 4.400,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Balcão; -; BALCÃO APARADOR COM PORTAS EM MDF; 01/09/2022; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.550,00; Compra Normal
