Data do empenho;Número do empenho;Descrição do órgão;Histórico do empenho;Nome do credor;Valor do empenho;Valor liquidado R$;Valor pago R$;Saldo a pagar R$
 20/06/2022; 170; CÂMARA MUNICIPAL DE VEREADORES; REFERENTE AQUISIÇÃO DE GÉNEROS ALIMENTÍCIOS , BISCOITOS DIVERSOS, LEITE, CAFE, AÇÚCAR, SUCOS, CHÁS,  DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; O J DE MATOS - ME; R$ 231,25; R$ 231,25; R$ 231,25; R$ 0,00
 27/04/2022; 125; CÂMARA MUNICIPAL DE VEREADORES; REFERENTE AQUISIÇÃO DE GÉNEROS ALIMENTÍCIOS , BISCOITOS DIVERSOS, LEITE, CAFE, AÇÚCAR, SUCOS, CHÁS,  DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; O J DE MATOS - ME; R$ 435,10; R$ 435,10; R$ 435,10; R$ 0,00
 08/06/2022; 164; CÂMARA MUNICIPAL DE VEREADORES; REFERENTE AQUISIÇÃO DE GÉNEROS ALIMENTÍCIOS , BISCOITOS DIVERSOS,  DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; O J DE MATOS - ME; R$ 86,18; R$ 86,18; R$ 86,18; R$ 0,00
 20/06/2022; 171; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF  AQUISIÇÃO DE 126,84 LITROS DE GASOLINA PARA ABASTECER O CARRO OFICIAL DESTA CASA LEGISLATIVA NOS MESSES DE ABRIL E JUNHO/2022; PETROCENTER AUTO POSTO LTDA; R$ 900,44; R$ 900,44; R$ 900,44; R$ 0,00
 30/06/2022; 182; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, TARIFAS BANCARIAS 06/2022 CONFORME EXTRATO EM ANEXO; BANCO BRASIL S.A; R$ 161,32; R$ 161,32; R$ 161,32; R$ 0,00
 21/06/2022; 172; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA AQUISIÇÃO DE AGUA MINERAL 500ML COM GAZ E SEM GAZ E AGUA DE 20LITROS DE USO DA COPA DESTA CASA LEGISLATIVA; EVANDRO CANDIDO DA LUZ - ME; R$ 230,00; R$ 230,00; R$ 230,00; R$ 0,00
 23/06/2022; 177; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REFERENTE AQUISIÇÃO DE MATERIAL DE PROCESSAMENTO DE DADOS CARTÃO SD 128GB, CASE PARA HD, MOUSSE OPTICO WIRELESS. REFIL TINTAS PRETO, SSD 256GB DE USO GERAL DOS COMPUTADORES DESTA CASA LEGISLATIVA; HAYA INFORMATICA LTDA; R$ 721,00; R$ 721,00; R$ 721,00; R$ 0,00
 04/07/2022; 187; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, SERVIÇO DE INTERNET IP FIXO 550MB PROVENIENTE DO MES DE JUNHO DE 2022; COPERLINK TELECOM LTDA; R$ 219,90; R$ 219,90; R$ 219,90; R$ 0,00
 01/07/2022; 185; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UMA REFRIGERADOR  , MARCA ELECTROLUX MODELO DF44 COR BRANCA DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; MOVEIS GAIVOTA LTDA; R$ 3.869,00; R$ 3.869,00; R$ 3.869,00; R$ 0,00
 11/07/2022; 191; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, COPIA DE 4 CHAVES DESTA CASA LEGISLATIVA  PARA USO DOS FUNCIONÁRIOS E VEREADOR PRESIDENTE; ALDENIR VIEIRA BERNARDO 80689060963; R$ 32,00; R$ 32,00; R$ 32,00; R$ 0,00
 07/03/2022; 69; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE PILHAS, DESIGRIPANTE DE USO GERAL DESTA CASA LEGISLATIVA; CONAR CASA E CONSTRUCAO LTDA; R$ 50,25; R$ 50,25; R$ 50,25; R$ 0,00
 07/03/2022; 68; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF AQUISIÇÃO DE FITA TAPE, FITA GREPE, DUPLA FACE DE USO GERAL DESTA CASA LEGISLATIVA; CONAR CASA E CONSTRUCAO LTDA; R$ 90,75; R$ 90,75; R$ 90,75; R$ 0,00
 03/02/2022; 31; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE FERRAMENTAS, PÁ ENXADA, TALHADEIRA, BROCA   DE USO GERAL DESTA CASA LEGISLATIVA; CONAR CASA E CONSTRUCAO LTDA; R$ 217,64; R$ 217,64; R$ 217,64; R$ 0,00
 14/03/2022; 72; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº 09/2022



O Sr. MARCIO SILVA BATISTA   OCUPANTE  DO CARGO VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  PALOTINA PR SAÍDA PREVISTA AS 05;00 HORAS DO DIA 15/03/2022, RETORNANDO AS 18:00  HORAS DO DIA 16/03/2022 TENDO DIREIRO UMA  DIÁRIA COM PERNOITE NO VALOR DE 400,00,00(QUATROCENTOS REAIS) E UMA DIA SEM PERNOITE NO VALOR DE 300,00 (TREZENTOS REAIS) TOTAL 700,00(SETECENTOS REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.
         

	         
ASSUNTO; VERIFICAR UMA DENUNCIA SOBRE UMA EMPRESA QUE VENCEU UMA LICITAÇÃO DE UNIFORME EMPRESA ESTA DE PALOTINA PR , DENUNCIA DE EMPRESA FANTASMA , CONFORME NOTA FISCAL EM ANEXO."; MARCIO SILVA BATISTA; R$ 700,00; R$ 700,00; R$ 700,00; R$ 0,00
 14/03/2022; 73; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA  Nº10/2022





	O SR. FERNANDO GONÇALVES BATISTA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CIDADE DE PALONTINA 
PR, SAÍDA PREVISTA AS 05:00 HORAS DO DIA 15/03/2022 RETORNANDO AS  18:00 HORAS DO DIA  16/03/2022 TENDO DIREITO A DUAS    DIÁRIAS SEM PERNOITE
 NO VALOR DE 749,00 (SETECENTOS E QUARENTA NOVE REAIS) CADA TOTAL DE 1.498,00(UM MIL QUATROCENTOS NOVENTA OITO REAIS)   CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000 
         

ASSUNTO; VERIFICAR UMA DENUNCIA SOBRE UMA EMPRESA QUE VENCEU UMA LICITAÇÃO DE UNIFORME EMPRESA ESTA DE PALOTINA PR , DENUNCIA DE EMPRESA FANTASMA , CONFORME NOTA FISCAL EM ANEXO."; FERNANDO GONCALVES BATISTA; R$ 1.498,00; R$ 1.498,00; R$ 1.498,00; R$ 0,00
 16/03/2022; 78; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 38,13 LITROS DE GAZOLINA; R.D COMERCIO DE COMBUSTÍVEL LTDA; R$ 271,15; R$ 271,15; R$ 271,15; R$ 0,00
 15/03/2022; 75; CÂMARA MUNICIPAL DE VEREADORES; ABASTECIMENTO DE 36,06 LITROS DE GASOLINA; AUTO POSTO PATURI LTDA; R$ 252,38; R$ 252,38; R$ 252,38; R$ 0,00
 25/03/2022; 89; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 3/2022; SUBSIDIO DE VEREADORES; R$ 35.568,63; R$ 35.568,63; R$ 35.568,63; R$ 0,00
 22/03/2022; 85; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº 13/2022



O Sr. FELIPE AGOSTINHO SANTOS  OCUPANTE  DO CARGO VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  FLORIANOPOLIS SC SAÍDA PREVISTA AS 07;00 HORAS DO DIA 23/03/2022, RETORNANDO AS 18:00  HORAS DO MESMO  DIA TENDO DIREIRO UMA  DIÁRIA SEM PERNOITE NO VALOR DE 300,00,00(TRAZENTOS REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.
         

	         
ASSUNTO; VISITA A ASSEMBLEIA LEGISLATIVA DE SANTA CATARINA ALESC, E SENTRO DE APOIO DAS CAMARA DE VEREADORES CONFORME DECLARAÇÃO EM ANEXO."; FELIPE AGOSTINHO DOS SANTOS; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 22/03/2022; 86; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº 14/2022



A Sra. MARIA LENADRO NUNES  OCUPANTE  DO CARGO VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  FLORIANOPOLIS SC SAÍDA PREVISTA AS 07;00 HORAS DO DIA 23/03/2022, RETORNANDO AS 18:00  HORAS DO MESMO  DIA TENDO DIREIRO UMA  DIÁRIA SEM PERNOITE NO VALOR DE 300,00,00(TRAZENTOS REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.
         

	         
ASSUNTO; VISITA A ASSEMBLEIA LEGISLATIVA DE SANTA CATARINA ALESC, E SENTRO DE APOIO DAS CAMARA DE VEREADORES CONFORME DECLARAÇÃO EM ANEXO."; MARIA LEANDRO NUNES; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 22/03/2022; 80; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, CONTA TELEFONIA FIXA LINHA 48-35830008 DESTA CASA LEGISLATIVA MES 03/2022; OI TELEFONIA; R$ 120,58; R$ 120,58; R$ 120,58; R$ 0,00
 31/03/2022; 101; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, TARIFAS BANCARIAS CONFORME EXTRATO EM ANEXO; BANCO BRASIL S.A; R$ 141,28; R$ 141,28; R$ 141,28; R$ 0,00
 25/03/2022; 93; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENIZAÇAO, SACO DE LIXO, DETERGENTE, SAPOLIO, SABONETE, ESPONJA, ÁLCOOL , LIMPA PORCELANATO DE USO DA ZELADORIA DESTA CASA LEGISLATIVA; O J DE MATOS - ME; R$ 149,29; R$ 149,29; R$ 149,29; R$ 0,00
 18/04/2022; 113; CÂMARA MUNICIPAL DE VEREADORES; REFERENTE AQUISIÇÃO DE GÉNEROS ALIMENTÍCIOS , BISCOITOS DIVERSOS, CAFE, CHAS, AÇUCAR   DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; O J DE MATOS - ME; R$ 199,77; R$ 199,77; R$ 199,77; R$ 0,00
 25/04/2022; 115; CÂMARA MUNICIPAL DE VEREADORES; REFERENTE TAXAS BANCARIA TRANSFERÊNCIA  ARQUIVO FOLHA CONTA SALARIO 04/2022; COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSOCI; R$ 110,40; R$ 110,40; R$ 110,40; R$ 0,00
 12/04/2022; 110; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 2 CX DE BOBINA DE PAPEL TOALHA, 1 CX DE BOBINA DE PAPEL HIGIENICO, 1 CX DE COPO 180ML, 6 UNIDADES DE REFIL DE SABONETE LIQUIDO DE USO GERAL DESTA CASA LEGISLATIVA; SANCAPEL SOLUCOES PARA  HIGIENE PROF. LTDA ME; R$ 699,92; R$ 699,92; R$ 699,92; R$ 0,00
 25/04/2022; 116; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº 15/2022



O Sr. ANDERSON JOAQUIM DOS SANTOS  OCUPANTE  DO CARGO VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  BRASILIA DF SAÍDA PREVISTA AS 03;00 HORAS DO DIA 25/04/2022, RETORNANDO AS 20:00  HORAS DO DIA  28/04/2022 TENDO DIREIRO A 3 DIÁRIA COM PERNOITE NO VALOR DE 600,00(SEISCENTOS REAIS) CADA E UMA DIARIA SEM PERNOITE NO VALOR DE 450,00(QUATROCENTOS E CINQUENTA REAIS TOTALIZANDO 2.250,00(DOIS MIL DUZENTOS E CINQUENTA REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.
         

	         
ASSUNTO; PARTICIPAR DO XXIII MARCHA A BRASILIA EM DEFESA DOS MUNICIPIOS DA CNM NOS DIAS 25 A 28 DE ABRIL DE 2022 CONFORME CONOGRAMA EM ANEXO




BAL. GAIVOTA 25DE ABRIL  2022"; ANDERSON JOAQUIM DOS SANTOS; R$ 2.250,00; R$ 2.250,00; R$ 2.250,00; R$ 0,00
 25/04/2022; 117; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº 16/2022



O Sr. MARCIO SILVA BATISTA   OCUPANTE  DO CARGO VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  BRASILIA DF SAÍDA PREVISTA AS 03;00 HORAS DO DIA 25/04/2022, RETORNANDO AS 20:00  HORAS DO DIA  28/04/2022 TENDO DIREIRO A 3 DIÁRIA COM PERNOITE NO VALOR DE 600,00(SEISCENTOS REAIS) CADA E UMA DIARIA SEM PERNOITE NO VALOR DE 450,00(QUATROCENTOS E CINQUENTA REAIS TOTALIZANDO 2.250,00(DOIS MIL DUZENTOS E CINQUENTA REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.
         

	         
ASSUNTO; PARTICIPAR DO XXIII MARCHA A BRASILIA EM DEFESA DOS MUNICIPIOS DA CNM NOS DIAS 25 A 28 DE ABRIL DE 2022 CONFORME CONOGRAMA EM ANEXO"; MARCIO SILVA BATISTA; R$ 2.250,00; R$ 2.250,00; R$ 2.250,00; R$ 0,00
 25/04/2022; 119; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA  Nº18/2022





	O SR. FERNANDO GONÇALVES BATISTA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CIDADE DE BRASILIA DF
 SAÍDA PREVISTA AS 03:00 HORAS DO DIA 25/04/2022 RETORNANDO AS  20:00 HORAS DO DIA  28/04/2022 TENDO DIREITO A TRES    DIÁRIAS COM PERNOITE  NO VALOR DE 1.030,00 (HUM MIL E TRINTA REAIS) CADA E UMA DIÁRIA SEM PERNOITE NO VALOR DE 824,00(OITOCENTOS VINTE QUATRO REAIS) TOTAL DE 3.914,00(TREIS MIL NOVECENTOS QUATORZE REIAS)   CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000 
         

ASSUNTO; PARTICIPAR DO XXIII MARCHA A BRASILIA EM DEFESA DOS MUNICIPIOS DA CNM NOS DIAS 25 A 28 DE ABRIL DE 2022 CONFORME CONOGRAMA EM ANEXO"; FERNANDO GONCALVES BATISTA; R$ 3.914,00; R$ 3.914,00; R$ 3.914,00; R$ 0,00
 29/04/2022; 127; CÂMARA MUNICIPAL DE VEREADORES;" ORDEM DE SERVIÇO DE DIÁRIA Nº 19/2022
O Sr. PAULO GILSON MARTINS    OCUPANTE  DO CARGO TESOUREIRO DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  CRICIUMA SC SAÍDA PREVISTA AS 08;00 HORAS DO DIA 29/04/2022, RETORNANDO AS 13:00  HORAS DO DIA  29/04/2022 TENDO DIREIRO A UMA DIÁRIA SEM PERNOITE NO VALOR DE 150,00(CENTO E CINQUENTA REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.        

	         
ASSUNTO; IDA NA CASA DAS GAITAS NA CIDADE DE CRICIÚMA SC PARA COMPRA DE DOIS MICROFONES ESPECÍFICOS PARA PLENÁRIO DESTA CASA LEGISLATIVA"; PAULO GILSON MARTINS; R$ 150,00; R$ 150,00; R$ 150,00; R$ 0,00
 03/05/2022; 130; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, SERVIÇO DE INTERNET IP FIXO 550MB PROVENIENTE DO MES DE ABRIL DE 2022; COPERLINK TELECOM LTDA; R$ 219,90; R$ 219,90; R$ 219,90; R$ 0,00
 23/08/2022; 236; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 8/2022; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 18.612,80; R$ 18.612,80; R$ 18.612,80; R$ 0,00
 23/08/2022; 237; CÂMARA MUNICIPAL DE VEREADORES; REFERENTE TAXAS BANCARIA TRANSFERÊNCIA  ARQUIVO FOLHA CONTA SALARIO 08/2022; COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSOCI; R$ 110,40; R$ 110,40; R$ 110,40; R$ 0,00
 22/08/2022; 233; CÂMARA MUNICIPAL DE VEREADORES; PELA DESPESA EMPENHADA REF, CONTA TELEFONIA FIXA LINHA 48-35830008 DESTA CASA LEGISLATIVA MES 08/2022; OI TELEFONIA; R$ 122,28; R$ 122,28; R$ 122,28; R$ 0,00
 01/08/2022; 216; CÂMARA MUNICIPAL DE VEREADORES; REFERENTE ENERGIA ELECTRIFICA PROVENIENTE DO MES DE  JULHO/2022 DESTA CASA LEGISLATIVA; CENTRAIS ELETRICAS DE SANTA CATARINA SA; R$ 153,22; R$ 153,22; R$ 153,22; R$ 0,00
 26/12/2018; 367; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, LIXAÇÃO E APLICAÇÃO DE YNTEKO  EM 51 METROS NO PLENARIO DA SEDE CAMARA BLOCO A TURIMAR; ZACCO LIXAÇÃO DE ASSOALHO; R$ 1.887,00; R$ 1.887,00; R$ 1.887,00; R$ 0,00
 05/12/2018; 341; Camara Municipal de Balneario Gaivota; PELA DESPESA  EMPENHADA REF, MOTOG5S D EUSO DA TESOURARIA DESTA CASA LEGISLALTIVA; INFRACOMERCE E SOLUÇÕES EM INTERNET LTDA; R$ 689,14; R$ 689,14; R$ 689,14; R$ 0,00
 16/04/2018; 110; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PROVEDOR INTERNET IP FIXI 20MG DESTA CASA LEGISLATIVA; DUNET LTDA ME; R$ 259,90; R$ 259,90; R$ 259,90; R$ 0,00
 02/03/2018; 70; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SERVIÇO DE PROVIMENTO INTERNET REF, AO MES DE FEVEREIRO/2018 20MG IP FIXO; DUNET LTDA ME; R$ 259,90; R$ 259,90; R$ 259,90; R$ 0,00
 19/02/2018; 46; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA  Nº 02/2018	O SR. JOSE ENIO DA SILVA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CAPITAL FEDERAL BRASILIA DF, SAÍDA PREVISTA AS 06:00 HORAS DO DIA 20/02/2018, RETORNANDO AS  22:00 HORAS DO DIA 21/02/2018 TENDO DIREITO  A UMA DIÁRIA SEM PERNOITE NO VALOR DE 641,00 (SEISCENTOS QUARENTA UM REAIS) E UMA DIÁRIA COM PERNOITE NO VALOR DE 801,00 (OITOCENTOS E UM REAIS) TOTAL DE 1.442,00 (HUM MIL E QUATROCENTOS E QUARENTA E DOIS REAIS)CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000         
ASSUNTO: COMITIVA EM BRASÍLIA JUNTAMENTE COM O PREFEITO EM EXERCÍCIO EVANIO IRES MACHADO, SECRETÁRIO DE FINANÇAS JERFERSON RAUPP PARA VIABILIZAR ORÇAMENTO JUNTO AO GABINETE DO SENADOR DARIO BERGER PARA PAVIMENTAÇÃO ASFALTICA DA AV. BEIRA MAR PROJETO ESTA JÁ APROVADO PELO SENADOR."; JOSE ENIO DA SILVA; R$ 1.442,00; R$ 1.442,00; R$ 1.442,00; R$ 0,00
 06/03/2018; 71; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA  Nº 05/2018	O SR. JOSE ENIO DA SILVA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC, SAÍDA PREVISTA AS 08:00 HORAS DO DIA 07/03/2018, RETORNANDO AS  18:00 HORAS DO DIA 07/03/2018 TENDO DIREITO  A UMA DIÁRIA SEM PERNOITE NO VALOR DE 641,00 (SEISCENTOS QUARENTA UM REAIS) CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000 VISITA A ASSEMPLEIA LEGISLATIVA GABINETE DO DEPUTADO ESTADUAL JOSE MILTON SCHEFFER PARA TRATAR DE ASSUNTOS DIVERSOS; JOSE ENIO DA SILVA; R$ 641,00; R$ 641,00; R$ 641,00; R$ 0,00
 11/04/2018; 109; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA Nº 09/2018 Sr. RONALDO COELHO RAMOS CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC, SAÍDA PREVISTA AS 08:00 HORAS DO DIA 12/04/2018, RETORNANDO AS 20:00 HORAS DO MESMO DIA  TENDO DIREITO A UMA DIARIA SEM PERNOITE NO VALOR DE 300,00 (TREZENTOS REAIS ) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: VISITA A CEAC DA ASSEMPLEIA LEGISLATIVA  CONFORME DECLARAÇÃO EM ANEXO.; RONALDO COELHO RAMOS; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 17/04/2018; 115; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA Nº 10/2018 O Sr. ANDERSON JOAQUIN DOS SANTOS CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC, SAÍDA PREVISTA AS 08:00 HORAS DO DIA 18/04/2018, RETORNANDO AS 20:00 HORAS DO MESMO DIA  TENDO DIREITO A UMA DIARIA SEM PERNOITE NO VALOR DE 300,00 (TREZENTOS REAIS ) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015. ASSUNTO: VISITA A CEAC DA ASSEMPLEIA LEGISLATIVA  CONFORME DECLARAÇÃO EM ANEXO.; ANDERSON JOAQUIM DOS SANTOS; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 22/10/2018; 300; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TAXAS BANCARIAS PROVENIENTE DO MES DE OUTUBRO/2018 COFORME CONTRATO VIGENTE; SICOOB CREDIJA; R$ 24,00; R$ 24,00; R$ 24,00; R$ 0,00
 31/10/2018; 304; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TAXAS BANCARIAS PROVENIENTE DE TRANSFERENCIAS NO MES DE OUTUBRO/2018; BANCO BRASIL SA; R$ 162,40; R$ 162,40; R$ 162,40; R$ 0,00
 26/12/2018; 366; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONE LINHA FIXA-4835830008 PROVENIENTE DO MES DE DEZEMBRO/2018; BRASIL TELECOM S.A; R$ 105,50; R$ 105,50; R$ 105,50; R$ 0,00
 14/05/2018; 139; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 14/2018
O Sr. DIOGENIS COLARES BORGES CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC, SAÍDA PREVISTA AS 08:00 HORAS DO DIA 08/05/2018, RETORNANDO AS 20:00 HORAS DO MESMO DIA  TENDO DIREITO A UMA DIARIA SEM PERNOITE NO VALOR DE 300,00 (TREZENTOS REAIS ) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.

         ASSUNTO: VISITA A CEAC DA ASSEMPLEIA LEGISLATIVA  CONFORME DECLARAÇÃO EM ANEXO."; DIOGENIS COLARES BORGES; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 10/12/2018; 350; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REFR., CONTA ENERGIA ELETRICA PREDIO AV GUANABARA 0 UNIDADE CONSUMIDORA 9645853 MES DE DEZEMBRO DE 2018; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 103,11; R$ 103,11; R$ 103,11; R$ 0,00
 17/08/2018; 243; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONIA MOVESL PLANO DE DADOS DO PRESIDENTE, SECRETÁRIO GERAL, TESOURARIA, RECPÇÃO PROVENIENTE DO MES DE AGOSTO/2018; TIM CELULARES S/A; R$ 470,50; R$ 470,50; R$ 470,50; R$ 0,00
 19/02/2018; 51; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUIGUEL SISTEMA FLAY TRANSPARENCIA  PROVENIENTE DO MES DE FEVEREIRO 2018 CONFORME CONTRATO 008/2015; BETHA SISTEMAS LTDA; R$ 200,93; R$ 200,93; R$ 200,93; R$ 0,00
 03/04/2018; 102; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF,. AQUISIÇÃO DE GENEROS ALIMENTICIOS BISCOITOS DIVERSOS, CAFE, ACUCAR, DE USO DA COPA E COZINHA DESTA CASA LEGISLALTIVA.; MERCADO GUTO LTDA; R$ 109,38; R$ 109,38; R$ 109,38; R$ 0,00
 01/10/2018; 281; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SERVIÇO DE PROVIMENTO A INTERNET  MES DE SETEMBRO 2018; DUNET LTDA ME; R$ 259,90; R$ 259,90; R$ 259,90; R$ 0,00
